[15/10/2013 14:30] /c self test
[15/10/2013 14:31] /a 3
[15/10/2013 14:32] /c self test
[15/10/2013 15:37] /i 8910
[15/10/2013 15:38] /i 8922
[15/10/2013 15:38] /m dragon
[15/10/2013 15:40] /reload weapowns
[15/10/2013 15:40] /reload weapons
[15/10/2013 15:42] /reload creaturescripts
[15/10/2013 15:45] /goto gnomally
[15/10/2013 15:45] /a 5
[15/10/2013 15:45] /a 5
[15/10/2013 15:46] /a 5
[15/10/2013 15:46] /r
[15/10/2013 15:48] /reload items
[15/10/2013 15:48] /reload items
[15/10/2013 15:48] /a 25
[15/10/2013 15:48] /a 25
[15/10/2013 15:48] /a 25
[15/10/2013 15:48] /a 10
[15/10/2013 15:48] /a 10
